State Code,County Code,Site Number,Parameter Code,Parameter Name,Latitude,Longitude,Local Site Name,County Name
6,85,2003,88101,PM2.5 - Local Conditions,37.3062,-121.84885,San Jose,Santa Clara
6,87,7,88101,PM2.5 - Local Conditions,36.98332,-121.98822,Santa Cruz,Santa Cruz
6,87,7,88101,PM2.5 - Local Conditions,36.98332,-121.98822,Santa Cruz,Santa Cruz
6,87,7,88101,PM2.5 - Local Conditions,36.98332,-121.98822,Santa Cruz,Santa Cruz
6,87,1004,88101,PM2.5 - Local Conditions,37.048008,-122.075695,Felton,Santa Cruz
6,87,1005,88101,PM2.5 - Local Conditions,37.06315,-122.083092,San Lorenzo Valley Middle School,Santa Cruz
6,89,4,88101,PM2.5 - Local Conditions,40.55013,-122.38092,Redding - Health Department,Shasta
6,89,4,88101,PM2.5 - Local Conditions,40.55013,-122.38092,Redding - Health Department,Shasta
6,89,3004,88101,PM2.5 - Local Conditions,40.6304,-122.4031,Redding - Buckeye,Shasta
6,89,3005,88101,PM2.5 - Local Conditions,40.69184,-122.40179,Redding - Toyon,Shasta
6,93,2001,88101,PM2.5 - Local Conditions,41.726892,-122.633579,Yreka,Siskiyou
6,93,2001,88101,PM2.5 - Local Conditions,41.726892,-122.633579,Yreka,Siskiyou
6,95,4,88101,PM2.5 - Local Conditions,38.102507,-122.237976,Vallejo,Solano
6,95,4,88101,PM2.5 - Local Conditions,38.102507,-122.237976,Vallejo,Solano
6,95,4,88101,PM2.5 - Local Conditions,38.102507,-122.237976,Vallejo,Solano
6,97,3,88101,PM2.5 - Local Conditions,38.443503,-122.710169,Santa Rosa - 5th St,Sonoma
6,97,3,88101,PM2.5 - Local Conditions,38.443503,-122.710169,Santa Rosa - 5th St,Sonoma
6,97,4,88101,PM2.5 - Local Conditions,38.403765,-122.818294,Sebastopol,Sonoma
6,99,5,88101,PM2.5 - Local Conditions,37.642165,-120.994212,Modesto-14th Street,Stanislaus
6,99,5,88101,PM2.5 - Local Conditions,37.642165,-120.994212,Modesto-14th Street,Stanislaus
6,99,6,88101,PM2.5 - Local Conditions,37.488317,-120.836008,Turlock,Stanislaus
6,101,3,88101,PM2.5 - Local Conditions,39.138773,-121.618549,Yuba City,Sutter
6,101,3,88101,PM2.5 - Local Conditions,39.138773,-121.618549,Yuba City,Sutter
6,101,3,88101,PM2.5 - Local Conditions,39.138773,-121.618549,Yuba City,Sutter
6,101,3,88101,PM2.5 - Local Conditions,39.138773,-121.618549,Yuba City,Sutter
6,103,6,88101,PM2.5 - Local Conditions,40.1678,-122.227138,RED BLUFF-310 S. MAIN STREET,Tehama
6,103,7,88101,PM2.5 - Local Conditions,40.17093,-122.25556,Red Bluff-Walnut St. District Office,Tehama
6,105,2,88101,PM2.5 - Local Conditions,40.73475,-122.9412,Weaverville-Courthouse,Trinity
6,107,9,88101,PM2.5 - Local Conditions,36.48947,-118.82915,Sequoia & Kings Canyon NPs - Ash Mountain,Tulare
6,107,2002,88101,PM2.5 - Local Conditions,36.332179,-119.291228,Visalia-Church,Tulare
6,107,2002,88101,PM2.5 - Local Conditions,36.332179,-119.291228,Visalia-Church,Tulare
6,107,2003,88101,PM2.5 - Local Conditions,36.30815,-119.3129,Visalia-W. Ashland Avenue,Tulare
6,111,7,88101,PM2.5 - Local Conditions,34.210169,-118.870509,Thousand Oaks,Ventura
6,111,7,88101,PM2.5 - Local Conditions,34.210169,-118.870509,Thousand Oaks,Ventura
6,111,7,88101,PM2.5 - Local Conditions,34.210169,-118.870509,Thousand Oaks,Ventura
6,111,9,88101,PM2.5 - Local Conditions,34.404281,-118.80998,Piru - Pacific,Ventura
6,111,9,88101,PM2.5 - Local Conditions,34.404281,-118.80998,Piru - Pacific,Ventura
6,111,1004,88101,PM2.5 - Local Conditions,34.44806,-119.2313,Ojai - East Ojai Ave,Ventura
6,111,2002,88101,PM2.5 - Local Conditions,34.276316,-118.683685,Simi Valley-Cochran Street,Ventura
6,111,2002,88101,PM2.5 - Local Conditions,34.276316,-118.683685,Simi Valley-Cochran Street,Ventura
6,111,2002,88101,PM2.5 - Local Conditions,34.276316,-118.683685,Simi Valley-Cochran Street,Ventura
6,111,2002,88101,PM2.5 - Local Conditions,34.276316,-118.683685,Simi Valley-Cochran Street,Ventura
6,111,3001,88101,PM2.5 - Local Conditions,34.25239,-119.143182,El Rio-Rio Mesa School #2,Ventura
6,111,3001,88101,PM2.5 - Local Conditions,34.25239,-119.143182,El Rio-Rio Mesa School #2,Ventura
6,113,1003,88101,PM2.5 - Local Conditions,38.66121,-121.73269,Woodland-Gibson Road,Yolo
6,113,1003,88101,PM2.5 - Local Conditions,38.66121,-121.73269,Woodland-Gibson Road,Yolo
